Samples,timestamp,Roll,Pitch,Yow,X,Y,Z,RSSI,Distance,Label
2680,52:31.7,0.02,0.04,0.06,0.53,0.11,10.89,-65,9.669491793,DA
2681,52:31.7,-0.04,0.03,0.02,0.47,-0.25,10.91,-65,9.669491793,DA
2682,52:31.8,-0.04,0.03,0.01,0.42,-0.17,10.92,-65,9.669491793,DA
2683,52:31.8,-0.04,0.03,0.01,0.43,-0.06,10.9,-65,9.669491793,DA
2684,52:31.9,-0.04,0.03,0.02,0.41,-0.11,10.9,-65,9.669491793,DA
2685,52:31.9,-0.04,0.03,0.01,0.41,-0.15,10.92,-65,9.669491793,DA
2686,52:32.9,-0.04,0.03,0.01,0.41,-0.12,10.91,-65,9.669491793,DA
2687,52:32.7,-0.04,0.03,0.01,0.41,-0.12,10.91,-65,9.669491793,DA
2688,52:32.1,-0.04,0.03,0.01,0.42,-0.11,10.91,-65,9.669491793,DA
2689,52:32.2,-0.04,0.03,0.01,0.41,-0.12,10.93,-65,9.669491793,DA
2690,52:32.2,-0.04,0.03,0.01,0.42,-0.13,10.91,-65,9.669491793,DA
2691,52:32.3,-0.04,0.03,0.01,0.41,-0.11,10.91,-65,9.669491793,DA
2692,52:32.4,-0.04,0.03,0.01,0.41,-0.12,10.92,-65,9.669491793,DA
2693,52:32.4,-0.04,0.03,0.01,0.42,-0.11,10.92,-65,9.669491793,DA
2694,52:32.5,-0.04,0.03,0.02,0.41,-0.11,10.91,-65,9.669491793,DA
2695,52:32.6,-0.04,0.03,0.01,0.4,-0.11,10.91,-65,9.669491793,DA
2696,52:32.6,-0.04,0.03,0.01,0.42,-0.12,10.91,-65,9.669491793,DA
2697,52:32.7,-0.04,0.03,0.01,0.41,-0.12,10.91,-65,9.669491793,DA
2698,52:32.7,-0.04,0.03,0.01,0.42,-0.13,10.91,-65,9.669491793,DA
2699,52:32.8,-0.04,0.03,0.01,0.42,-0.11,10.93,-65,9.669491793,DA
2700,52:32.9,-0.04,0.03,0.01,0.41,-0.12,10.93,-65,9.669491793,DA
2701,52:32.9,-0.04,0.03,0.01,0.42,-0.12,10.91,-65,9.669491793,DA
2702,52:33.3,-0.04,0.03,0.01,0.4,-0.13,10.92,-65,9.669491793,DA
2703,52:33.5,-0.04,0.03,0.01,0.41,-0.12,10.91,-65,9.669491793,DA
2704,52:33.9,-0.04,0.03,0.01,0.42,-0.12,10.92,-65,9.669491793,DA
2705,52:33.1,-0.04,0.03,0.01,0.41,-0.11,10.92,-65,9.669491793,DA
2706,52:33.2,-0.04,0.03,0.01,0.41,-0.12,10.92,-65,9.669491793,DA
2707,52:33.3,-0.04,0.03,0.01,0.42,-0.13,10.92,-65,9.669491793,DA
2708,52:33.3,-0.04,0.03,0.01,0.42,-0.12,10.92,-65,9.669491793,DA
2709,52:33.4,-0.04,0.03,0.01,0.42,-0.11,10.91,-65,9.669491793,DA
2710,52:33.4,-0.04,0.03,0.01,0.41,-0.11,10.92,-65,9.669491793,DA
2711,52:33.5,-0.04,0.03,0.01,0.41,-0.11,10.91,-65,9.669491793,DA
2712,52:33.5,-0.04,0.03,0.01,0.42,-0.12,10.93,-65,9.669491793,DA
2713,52:33.6,-0.04,0.03,0.01,0.42,-0.12,10.91,-65,9.669491793,DA
2714,52:33.7,-0.04,0.03,0.01,0.42,-0.12,10.92,-65,9.669491793,DA
2715,52:33.7,-0.04,0.03,0.01,0.41,-0.12,10.92,-65,9.669491793,DA
2716,52:33.8,-0.04,0.03,0.01,0.42,-0.12,10.93,-65,9.669491793,DA
2717,52:33.8,-0.04,0.03,0.01,0.41,-0.12,10.9,-65,9.669491793,DA
2718,52:33.9,-0.04,0.03,0.01,0.41,-0.11,10.91,-65,9.669491793,DA
2719,52:34.0,-0.04,0.03,0.01,0.42,-0.11,10.91,-65,9.669491793,DA
2720,52:34.4,-0.04,0.03,0.01,0.43,-0.12,10.9,-65,9.669491793,DA
2721,52:35.0,-0.04,0.03,0.01,0.41,-0.12,10.92,-65,9.669491793,DA
2722,52:34.2,-0.04,0.03,0.01,0.42,-0.11,10.92,-65,9.669491793,DA
2723,52:34.2,-0.04,0.03,0.01,0.42,-0.12,10.92,-65,9.669491793,DA
2724,52:34.3,-0.04,0.03,0.01,0.4,-0.12,10.92,-65,9.669491793,DA
2725,52:34.3,-0.04,0.03,0.01,0.41,-0.12,10.91,-65,9.669491793,DA
2726,52:34.4,-0.04,0.03,0.01,0.42,-0.12,10.93,-65,9.669491793,DA
2727,52:34.4,-0.04,0.03,0.01,0.42,-0.12,10.92,-65,9.669491793,DA
2728,52:34.5,-0.04,0.03,0.01,0.41,-0.11,10.92,-65,9.669491793,DA
2729,52:34.6,-0.04,0.03,0.01,0.41,-0.11,10.91,-65,9.669491793,DA
2730,52:34.6,-0.04,0.03,0.01,0.41,-0.11,10.92,-65,9.669491793,DA
2731,52:34.7,-0.04,0.03,0.01,0.42,-0.12,10.92,-65,9.669491793,DA
2732,52:34.7,-0.04,0.03,0.01,0.42,-0.12,10.9,-65,9.669491793,DA
2733,52:34.8,-0.04,0.03,0.01,0.41,-0.11,10.92,-65,9.669491793,DA
2734,52:34.9,-0.04,0.03,0.01,0.41,-0.12,10.91,-65,9.669491793,DA
2735,52:34.9,-0.04,0.03,0.01,0.42,-0.11,10.92,-65,9.669491793,DA
2736,52:35.0,-0.04,0.03,0.01,0.42,-0.11,10.91,-65,9.669491793,DA
2737,52:35.5,-0.04,0.03,0.01,0.42,-0.13,10.92,-65,9.669491793,DA
2738,52:35.1,-0.04,0.03,0.01,0.42,-0.12,10.91,-65,9.669491793,DA
2739,52:35.2,-0.04,0.03,0.01,0.41,-0.11,10.9,-65,9.669491793,DA
2740,52:35.2,-0.04,0.03,0.01,0.42,-0.12,10.91,-65,9.669491793,DA
2741,52:35.3,-0.04,0.03,0.01,0.41,-0.12,10.92,-65,9.669491793,DA
2742,52:35.3,-0.04,0.03,0.01,0.41,-0.13,10.9,-65,9.669491793,DA
2743,52:35.4,-0.04,0.03,0.01,0.42,-0.11,10.91,-65,9.669491793,DA
2744,52:35.5,-0.04,0.03,0.01,0.41,-0.11,10.91,-65,9.669491793,DA
2745,52:35.5,-0.04,0.03,0.01,0.4,-0.11,10.91,-65,9.669491793,DA
2746,52:35.6,-0.04,0.03,0.01,0.41,-0.11,10.91,-65,9.669491793,DA
2747,52:35.7,-0.04,0.03,0.01,0.42,-0.11,10.9,-65,9.669491793,DA
2748,52:35.7,0.23,0.08,0.02,0.14,3.1,10.6,-65,9.669491793,DA
2749,52:35.8,-0.05,0.1,0.17,0,4.45,10.92,-65,9.669491793,DA
2750,52:35.8,-0.21,0.04,-0.05,0.25,-1.51,11.17,-65,9.669491793,DA
2751,52:35.9,0.23,-0.16,-0.08,0.91,2.77,9.49,-66,10.16525724,DA
2752,52:36.0,0.08,-0.05,-0.09,0.45,4.28,9.31,-66,10.16525724,DA
2753,52:36.1,-0.05,0.06,-0.15,0.9,3.1,8.97,-66,10.16525724,DA
2754,52:36.7,-0.2,0.11,-0.12,-0.24,1.5,11.38,-66,10.16525724,DA
2755,52:36.1,-0.11,-0.16,-0.07,0.5,1.45,11.23,-66,10.16525724,DA
2756,52:36.2,-0.17,0.11,0.1,0.46,-2.03,10.84,-66,10.16525724,DA
2757,52:36.2,-0.08,0.11,0.04,0.27,-4.93,11.31,-67,10.68644112,DA
2758,52:36.3,0.08,0.15,0.09,0.26,-5.07,10.97,-67,10.68644112,DA
2759,52:36.4,0.07,0.01,0.13,0.45,-4.52,10.9,-67,10.68644112,DA
2760,52:36.4,0,0.02,0.02,0.58,-2.24,11,-66,10.16525724,DA
2761,52:36.5,-0.03,0.02,0,0.42,-1.64,10.99,-66,10.16525724,DA
2762,52:36.5,-0.06,0.02,-0.01,0.44,-2.01,10.96,-65,9.669491793,DA
2763,52:36.6,-0.02,0.03,0.04,0.42,0.02,10.96,-65,9.669491793,DA
2764,52:36.7,-0.04,0.04,0.02,0.42,0.18,10.91,-64,9.197905113,DA
2765,52:36.7,0,0.03,-0.4,1.49,1.5,10.63,-64,9.197905113,DA
2766,52:36.8,-0.22,-0.02,-1.5,0.09,0.45,11.39,-64,9.197905113,DA
2767,52:36.8,-0.15,0.04,-1.34,-0.36,-1.46,11.1,-64,9.197905113,DA
2768,52:36.9,-0.09,0.04,-0.51,0.23,-1.49,10.81,-64,9.197905113,DA
2769,52:36.9,0,0.04,-0.05,0.35,0.19,10.78,-64,9.197905113,DA
2770,52:37.1,-0.03,0.03,0.01,0.45,-0.14,10.93,-64,9.197905113,DA
2771,52:37.6,-0.05,0.03,0.02,0.45,-0.23,10.95,-64,9.197905113,DA
2772,52:37.1,-0.03,0.03,0.02,0.46,-0.14,10.91,-64,9.197905113,DA
2773,52:37.2,-0.04,0.03,0.01,0.46,-0.06,10.9,-64,9.197905113,DA
2774,52:37.2,-0.04,0.03,0.01,0.47,-0.08,10.9,-64,9.197905113,DA
2775,52:37.3,-0.04,0.03,0.01,0.46,-0.12,10.92,-64,9.197905113,DA
2776,52:37.4,-0.04,0.03,0.01,0.47,-0.12,10.91,-64,9.197905113,DA
2777,52:37.4,-0.04,0.03,0.01,0.47,-0.12,10.9,-64,9.197905113,DA
2778,52:37.5,-0.04,0.03,0.01,0.47,-0.11,10.9,-64,9.197905113,DA
2779,52:37.6,0.12,-0.1,0.5,-0.93,2.38,11.14,-64,9.197905113,DA
2780,52:37.6,-0.19,-0.01,1.27,0.68,0.3,10.15,-64,9.197905113,DA
2781,52:37.7,-0.07,0,1.06,1.07,-2.28,10.71,-64,9.197905113,DA
2782,52:37.7,-0.05,0.01,0.46,0.47,-1.54,10.92,-64,9.197905113,DA
2783,52:37.8,0.01,0.02,0.03,0.45,0.27,10.89,-64,9.197905113,DA
2784,52:37.8,-0.06,0.04,0.01,0.38,-0.33,10.93,-64,9.197905113,DA
2785,52:37.9,-0.03,0.03,0.01,0.48,-0.19,10.93,-64,9.197905113,DA
2786,52:38.0,-0.03,0.03,0.02,0.52,-0.12,10.89,-64,9.197905113,DA
2787,52:38.4,-0.03,0.03,0.02,0.53,-0.12,10.9,-64,9.197905113,DA
2788,52:38.1,-0.04,0.03,0.01,0.51,-0.17,10.9,-64,9.197905113,DA
2789,52:38.2,-0.04,0.03,0.01,0.5,-0.19,10.92,-64,9.197905113,DA
2790,52:38.2,-0.04,0.03,0.01,0.51,-0.16,10.9,-64,9.197905113,DA
2791,52:38.3,-0.04,0.03,0.01,0.51,-0.15,10.91,-63,8.749317987,DA
2792,52:38.3,-0.04,0.03,0.01,0.5,-0.17,10.9,-63,8.749317987,DA
2793,52:38.4,-0.04,0.03,0.01,0.5,-0.17,10.92,-63,8.749317987,DA
2794,52:38.5,-0.04,0.03,0.01,0.5,-0.16,10.91,-63,8.749317987,DA
2795,52:38.5,-0.04,0.03,0.01,0.5,-0.16,10.91,-63,8.749317987,DA
2796,52:38.6,-0.04,0.03,0.01,0.51,-0.17,10.91,-62,8.322608714,DA
2797,52:38.6,-0.04,0.03,0.01,0.51,-0.17,10.92,-62,8.322608714,DA
2798,52:38.7,-0.04,0.03,0.01,0.51,-0.16,10.91,-62,8.322608714,DA
2799,52:38.8,-0.04,0.03,0.01,0.5,-0.16,10.9,-62,8.322608714,DA
2800,52:38.8,-0.04,0.03,0.01,0.51,-0.16,10.9,-62,8.322608714,DA
2801,52:38.9,-0.04,0.03,0.01,0.51,-0.16,10.89,-62,8.322608714,DA
2802,52:38.9,-0.04,0.03,0.01,0.5,-0.17,10.9,-62,8.322608714,DA
2803,52:39.0,-0.04,0.03,0.01,0.5,-0.17,10.91,-62,8.322608714,DA
2804,52:39.5,-0.04,0.03,0.01,0.51,-0.16,10.91,-62,8.322608714,DA
2805,52:39.1,-0.04,0.03,0.01,0.5,-0.16,10.92,-62,8.322608714,DA
2806,52:39.2,-0.04,0.03,0.01,0.51,-0.16,10.89,-62,8.322608714,DA
2807,52:39.2,-0.04,0.03,0.01,0.5,-0.16,10.9,-62,8.322608714,DA
2808,52:39.3,-0.04,0.03,0.01,0.51,-0.17,10.89,-62,8.322608714,DA
2809,52:39.4,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714,DA
2810,52:39.4,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714,DA
2811,52:39.5,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714,DA
2812,52:39.5,-0.04,0.03,0.01,0.5,-0.17,10.92,-62,8.322608714,DA
2813,52:39.6,-0.04,0.03,0.02,0.5,-0.17,10.91,-62,8.322608714,DA
2814,52:39.7,-0.04,0.03,0.01,0.5,-0.17,10.91,-62,8.322608714,DA
2815,52:39.7,-0.04,0.03,0.01,0.5,-0.17,10.92,-62,8.322608714,DA
2816,52:39.8,-0.04,0.03,0.02,0.51,-0.16,10.9,-62,8.322608714,DA
2817,52:39.8,-0.04,0.03,0.01,0.5,-0.15,10.91,-62,8.322608714,DA
2818,52:39.9,-0.04,0.03,0.01,0.51,-0.15,10.9,-62,8.322608714,DA
2819,52:39.9,-0.04,0.03,0.02,0.51,-0.16,10.92,-62,8.322608714,DA
2820,52:40.4,-0.04,0.03,0.01,0.51,-0.16,10.91,-62,8.322608714,DA
2821,52:40.6,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714,DA
2822,52:40.1,-0.04,0.03,0.01,0.5,-0.16,10.92,-62,8.322608714,DA
2823,52:40.2,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714,DA
2824,52:40.3,-0.04,0.03,0.01,0.5,-0.17,10.91,-62,8.322608714,DA
2825,52:40.3,-0.04,0.03,0.01,0.51,-0.16,10.92,-62,8.322608714,DA
2826,52:40.4,-0.04,0.03,0.01,0.5,-0.16,10.9,-62,8.322608714,DA
2827,52:40.4,-0.04,0.03,0.01,0.51,-0.17,10.92,-62,8.322608714,DA
2828,52:40.5,-0.04,0.03,0.01,0.5,-0.16,10.9,-62,8.322608714,DA
2829,52:40.5,-0.04,0.03,0.01,0.5,-0.16,10.9,-62,8.322608714,DA
2830,52:40.6,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714,DA
2831,52:40.7,-0.04,0.03,0.01,0.51,-0.16,10.92,-62,8.322608714,DA
2832,52:40.7,-0.04,0.03,0.01,0.51,-0.15,10.91,-62,8.322608714,DA
2833,52:40.8,-0.04,0.03,0.01,0.51,-0.16,10.89,-62,8.322608714,DA
2834,52:40.8,-0.04,0.03,0.01,0.5,-0.17,10.91,-62,8.322608714,DA
2835,52:40.9,-0.04,0.03,0.01,0.51,-0.17,10.92,-62,8.322608714,DA
2836,52:41.0,-0.04,0.03,0.01,0.49,-0.17,10.91,-62,8.322608714,DA
2837,52:41.9,-0.04,0.03,0.01,0.51,-0.17,10.9,-62,8.322608714,DA
2838,52:41.7,-0.04,0.03,0.01,0.5,-0.16,10.9,-62,8.322608714,DA
2839,52:41.1,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714,DA
2840,52:41.2,-0.04,0.03,0.01,0.51,-0.17,10.9,-62,8.322608714,DA
2841,52:41.3,-0.04,0.03,0.01,0.51,-0.16,10.92,-62,8.322608714,DA
2842,52:41.3,-0.04,0.03,0.01,0.5,-0.17,10.91,-62,8.322608714,DA
2843,52:41.4,-0.04,0.03,0.01,0.5,-0.16,10.91,-62,8.322608714,DA
2844,52:41.4,-0.04,0.03,0.01,0.51,-0.17,10.92,-62,8.322608714,DA
2845,52:41.5,-0.04,0.03,0.01,0.51,-0.17,10.9,-62,8.322608714,DA
2846,52:41.6,-0.04,0.03,0.01,0.51,-0.16,10.92,-62,8.322608714,DA
2847,52:41.6,-0.04,0.03,0.01,0.51,-0.17,10.92,-62,8.322608714,DA
2848,52:41.7,-0.04,0.03,0.01,0.51,-0.17,10.9,-62,8.322608714,DA
2849,52:41.7,0.02,0.01,0.04,0.28,3.7,10.4,-62,8.322608714,DA
2850,52:41.8,-0.11,0.12,0,0.53,4.39,12.03,-62,8.322608714,DA
2851,52:41.9,-0.12,0.17,-0.09,0.54,4.56,12.62,-62,8.322608714,DA
2852,52:41.9,0.05,-0.03,-0.08,0.75,4.05,11.72,-62,8.322608714,DA
2853,52:42.0,0.04,-0.02,0.01,0.84,2.01,10.83,-62,8.322608714,DA
2854,52:42.5,-0.11,0.13,-0.04,0.19,0.88,10.99,-62,8.322608714,DA
2855,52:42.1,0.02,0.04,0.08,0.55,0.41,9.77,-62,8.322608714,DA
2856,52:42.2,0.08,-0.11,0.05,0.79,0.81,10.62,-62,8.322608714,DA
2857,52:42.2,-0.16,0.16,-0.02,0.17,0.06,11.2,-62,8.322608714,DA
2858,52:42.3,-0.02,0.01,0.12,0.28,-0.2,10.89,-62,8.322608714,DA
2859,52:42.4,-0.26,0.01,0.11,0.59,-3.4,10.98,-62,8.322608714,DA
2860,52:42.4,-0.11,0.14,-0.03,0.58,-5.15,11.2,-62,8.322608714,DA
2861,52:42.5,-0.08,0.12,-0.21,0.62,-5,11.14,-61,7.916710297,DA
2862,52:42.5,0.01,0.03,-0.15,0.57,-3.57,10.98,-61,7.916710297,DA
2863,52:42.6,-0.02,-0.01,0,0.69,-1.76,10.86,-61,7.916710297,DA
2864,52:42.7,-0.01,0.04,0.04,0.51,-1.45,10.83,-61,7.916710297,DA
2865,52:42.7,-0.05,0.03,0.05,0.53,-1.19,11.06,-61,7.916710297,DA
2866,52:42.8,-0.01,0.03,0.03,0.48,0.05,10.81,-61,7.916710297,DA
2867,52:42.9,-0.05,0.04,0.01,0.48,-0.01,10.96,-61,7.916710297,DA
2868,52:42.9,-0.04,0.03,0.02,0.48,-0.07,10.92,-61,7.916710297,DA
2869,52:43.0,-0.04,0.03,0.01,1.14,0.67,11.44,-61,7.916710297,DA
2870,52:43.4,0,0.09,-0.45,1.04,1.25,10.48,-61,7.916710297,DA
2871,52:43.8,-0.2,0.11,-0.85,-0.22,-0.33,10.91,-61,7.916710297,DA
2872,52:43.1,-0.17,0.03,-0.55,-0.35,-1.77,11.21,-61,7.916710297,DA
2873,52:43.2,-0.01,0.04,-0.03,0.26,-0.57,10.84,-61,7.916710297,DA
2874,52:43.2,-0.04,0.04,0.01,0.43,-0.01,10.96,-61,7.916710297,DA
2875,52:43.3,-0.05,0.03,0,0.45,-0.35,10.92,-61,7.916710297,DA
2876,52:43.3,-0.04,0.03,0.02,0.49,-0.11,10.91,-61,7.916710297,DA
2877,52:43.4,-0.04,0.03,0.02,0.47,-0.08,10.91,-61,7.916710297,DA
2878,52:43.5,-0.04,0.03,0.01,0.46,-0.19,10.91,-61,7.916710297,DA
2879,52:43.5,-0.04,0.03,0.01,0.48,-0.14,10.9,-61,7.916710297,DA
2880,52:43.6,-0.04,0.03,0.02,0.49,-0.12,10.9,-61,7.916710297,DA
2881,52:43.6,-0.04,0.03,0.01,0.48,-0.14,10.89,-61,7.916710297,DA
2882,52:43.7,-0.04,0.03,0.01,0.48,-0.16,10.9,-61,7.916710297,DA
2883,52:43.8,-0.04,0.03,0.01,0.48,-0.13,10.9,-61,7.916710297,DA
2884,52:43.8,-0.04,0.03,0.01,0.48,-0.14,10.92,-61,7.916710297,DA
2885,52:43.9,-0.04,0.03,0.01,0.49,-0.14,10.91,-61,7.916710297,DA
2886,52:43.9,-0.04,0.03,0.01,0.48,-0.14,10.9,-62,8.322608714,DA
2887,52:44.0,-0.04,0.03,0.01,0.48,-0.14,10.9,-63,8.749317987,DA
2888,52:44.5,-0.04,0.03,0.01,0.48,-0.15,10.91,-63,8.749317987,DA
2889,52:44.1,-0.04,0.03,0.01,0.49,-0.14,10.91,-63,8.749317987,DA
2890,52:44.2,-0.04,0.03,0.01,0.48,-0.14,10.91,-63,8.749317987,DA
2891,52:44.2,-0.04,0.03,0.01,0.48,-0.14,10.91,-63,8.749317987,DA
2892,52:44.3,-0.04,0.03,0.01,0.49,-0.14,10.9,-63,8.749317987,DA
2893,52:44.4,-0.04,0.03,0.01,0.48,-0.14,10.91,-63,8.749317987,DA
2894,52:44.4,-0.04,0.03,0.01,0.48,-0.14,10.92,-63,8.749317987,DA
2895,52:44.5,-0.04,0.03,0.01,0.48,-0.14,10.92,-63,8.749317987,DA
2896,52:44.5,-0.04,0.03,0.01,0.48,-0.14,10.91,-63,8.749317987,DA
2897,52:44.6,-0.04,0.03,0.01,0.48,-0.14,10.92,-63,8.749317987,DA
2898,52:44.7,-0.04,0.03,0.01,0.48,-0.14,10.92,-63,8.749317987,DA
2899,52:44.7,-0.04,0.03,0.01,0.48,-0.14,10.91,-63,8.749317987,DA
2900,52:44.8,-0.04,0.03,0.01,0.48,-0.14,10.9,-63,8.749317987,DA
2901,52:44.9,-0.04,0.03,0.01,0.48,-0.14,10.91,-63,8.749317987,DA
2902,52:44.9,-0.04,0.03,0.01,0.49,-0.14,10.92,-63,8.749317987,DA
2903,52:45.0,-0.04,0.03,0.01,0.49,-0.14,10.92,-63,8.749317987,DA
2904,52:45.4,-0.04,0.03,0.01,0.48,-0.14,10.92,-63,8.749317987,DA
2905,52:45.1,-0.04,0.03,0.01,0.48,-0.15,10.9,-63,8.749317987,DA
2906,52:45.2,-0.04,0.03,0.01,0.48,-0.15,10.91,-63,8.749317987,DA
2907,52:45.2,-0.04,0.03,0.01,0.46,-0.08,10.92,-63,8.749317987,DA
2908,52:45.3,0.03,-0.01,0.61,-0.06,2.21,11.25,-63,8.749317987,DA
2909,52:45.3,-0.08,0.09,0.99,0.77,-0.94,11.7,-63,8.749317987,DA
2910,52:45.4,-0.07,0.03,0.46,0.68,-2.4,10.97,-63,8.749317987,DA
2911,52:45.5,0.03,0.03,0.06,0.39,0.09,10.8,-63,8.749317987,DA
2912,52:45.5,-0.07,0.04,0.01,0.38,-0.46,10.98,-63,8.749317987,DA
2913,52:45.6,-0.02,0.03,0.02,0.49,-0.08,10.92,-63,8.749317987,DA
2914,52:45.6,-0.03,0.03,0.02,0.48,-0.03,10.89,-63,8.749317987,DA
2915,52:45.7,-0.05,0.04,0.01,0.46,-0.23,10.92,-63,8.749317987,DA
2916,52:45.8,-0.04,0.03,0.02,0.47,-0.14,10.9,-63,8.749317987,DA
2917,52:45.8,-0.04,0.03,0.02,0.48,-0.08,10.89,-63,8.749317987,DA
2918,52:45.9,-0.04,0.03,0.01,0.46,-0.15,10.91,-63,8.749317987,DA
2919,52:45.9,-0.04,0.03,0.01,0.47,-0.16,10.92,-63,8.749317987,DA
2920,52:46.0,-0.04,0.03,0.01,0.47,-0.13,10.92,-63,8.749317987,DA
2921,52:46.5,-0.04,0.03,0.01,0.46,-0.13,10.9,-63,8.749317987,DA
2922,52:46.1,-0.04,0.03,0.01,0.46,-0.14,10.9,-63,8.749317987,DA
2923,52:46.2,-0.04,0.03,0.01,0.47,-0.14,10.91,-63,8.749317987,DA
2924,52:46.2,-0.04,0.03,0.01,0.47,-0.13,10.9,-63,8.749317987,DA
2925,52:46.3,-0.04,0.03,0.01,0.46,-0.14,10.91,-63,8.749317987,DA
2926,52:46.3,-0.04,0.03,0.01,0.46,-0.14,10.91,-63,8.749317987,DA
2927,52:46.4,-0.04,0.03,0.01,0.46,-0.14,10.92,-63,8.749317987,DA
2928,52:46.5,-0.04,0.03,0.01,0.47,-0.14,10.92,-63,8.749317987,DA
2929,52:46.5,-0.04,0.03,0.01,0.46,-0.14,10.92,-63,8.749317987,DA
2930,52:46.6,-0.04,0.03,0.01,0.45,-0.14,10.92,-63,8.749317987,DA
2931,52:46.6,-0.04,0.03,0.01,0.46,-0.14,10.9,-63,8.749317987,DA
2932,52:46.7,-0.04,0.03,0.01,0.46,-0.13,10.91,-63,8.749317987,DA
2933,52:46.8,-0.04,0.03,0.01,0.47,-0.14,10.92,-63,8.749317987,DA
2934,52:46.8,-0.04,0.03,0.01,0.47,-0.14,10.91,-63,8.749317987,DA
2935,52:46.9,-0.04,0.03,0.01,0.47,-0.14,10.9,-63,8.749317987,DA
2936,52:46.9,-0.04,0.03,0.01,0.46,-0.14,10.9,-63,8.749317987,DA
2937,52:47.4,-0.04,0.03,0.01,0.48,-0.14,10.92,-63,8.749317987,DA
2938,52:47.6,0.03,0.01,0.04,0.33,2.4,10.85,-63,8.749317987,DA
2939,52:47.1,0.01,0.01,0.1,0.66,4.43,10.47,-63,8.749317987,DA
2940,52:47.2,0.06,0,0.19,0.01,5.54,12.06,-63,8.749317987,DA
2941,52:47.2,-0.07,0.04,0.2,0.97,3.48,10.04,-63,8.749317987,DA
2942,52:47.3,-0.09,0,-0.05,0.8,2.88,11.11,-63,8.749317987,DA
2943,52:47.4,-0.04,0.04,0,0.43,0.98,11.65,-63,8.749317987,DA
2944,52:47.4,0.09,0.08,0.01,0.28,1.5,10.18,-63,8.749317987,DA
2945,52:47.5,-0.17,0.02,0.05,0.36,0.27,10.5,-64,9.197905113,DA
2946,52:47.5,-0.03,0.01,0.08,0.68,-0.66,10.55,-64,9.197905113,DA
2947,52:47.6,0.13,0.08,-0.04,1.11,-0.64,10.39,-65,9.669491793,DA
2948,52:47.6,-0.32,0,-0.79,1.1,-1.78,10.46,-65,9.669491793,DA
2949,52:47.7,-0.23,0.07,-1.29,1.06,-4.3,10.81,-65,9.669491793,DA
2950,52:47.8,-0.05,0.03,-0.88,1.39,-4.68,11.05,-65,9.669491793,DA
2951,52:47.8,-0.02,0.08,-0.47,1.99,-4.53,10.74,-65,9.669491793,DA
2952,52:47.9,-0.02,0.1,-0.22,0.48,-2.18,11.1,-64,9.197905113,DA
2953,52:48.0,-0.02,0.06,-0.02,0.48,-1.52,10.88,-64,9.197905113,DA
2954,52:48.1,-0.06,0.05,0.03,0.46,-1.75,11,-64,9.197905113,DA
2955,52:48.8,0.01,0.02,0.04,0.44,0.1,10.91,-64,9.197905113,DA
2956,52:48.1,-0.02,0.03,0.02,-0.51,0.83,11.87,-63,8.749317987,DA
2957,52:48.2,0.03,0.05,0.74,0.85,0.68,11.08,-62,8.322608714,DA
2958,52:48.3,0.01,0.03,1.01,0.41,-0.9,11.19,-62,8.322608714,DA
2959,52:48.3,-0.01,0.03,0.51,0.12,-1.01,10.96,-62,8.322608714,DA
2960,52:48.4,-0.02,0.02,0.1,0.49,0.18,10.88,-62,8.322608714,DA
2961,52:48.4,-0.03,0.03,0.02,0.44,-0.02,10.91,-62,8.322608714,DA
2962,52:48.5,-0.04,0.04,0.01,0.43,-0.13,10.93,-62,8.322608714,DA
2963,52:48.6,-0.04,0.03,0.01,0.43,-0.06,10.91,-62,8.322608714,DA
2964,52:48.6,-0.04,0.03,0.01,0.45,-0.01,10.9,-62,8.322608714,DA
2965,52:48.7,-0.04,0.03,0.01,0.45,-0.05,10.91,-62,8.322608714,DA
2966,52:48.7,-0.04,0.03,0.01,0.42,-0.07,10.92,-62,8.322608714,DA
2967,52:48.8,-0.04,0.03,0.01,0.42,-0.06,10.92,-62,8.322608714,DA
2968,52:48.9,-0.04,0.03,0.02,0.42,-0.04,10.93,-62,8.322608714,DA
2969,52:48.9,-0.04,0.03,0.01,0.42,-0.05,10.91,-62,8.322608714,DA
2970,52:49.0,-0.04,0.03,0.01,0.43,-0.06,10.91,-62,8.322608714,DA
2971,52:49.2,-0.04,0.03,0.01,0.42,-0.05,10.93,-62,8.322608714,DA
2972,52:49.9,-0.04,0.03,0.01,0.43,-0.04,10.93,-62,8.322608714,DA
2973,52:49.2,-0.04,0.03,0.01,0.44,-0.04,10.9,-62,8.322608714,DA
2974,52:49.2,-0.04,0.03,0.01,0.43,-0.05,10.92,-62,8.322608714,DA
2975,52:49.3,-0.04,0.03,0.01,0.44,-0.06,10.93,-62,8.322608714,DA
2976,52:49.3,-0.04,0.03,0.01,0.43,-0.05,10.91,-62,8.322608714,DA
2977,52:49.4,-0.04,0.03,0.01,0.44,-0.04,10.91,-62,8.322608714,DA
