Samples,timestamp,Roll,Pitch,Yow,X,Y,Z,RSSI,Distance
1015,53:12.4,-0.04,0.03,0.01,0.45,-0.19,10.91,-51,4.801727519
1016,53:12.5,-0.04,0.03,0.01,0.45,-0.19,10.9,-51,4.801727519
1017,53:12.5,-0.04,0.03,0.01,0.44,-0.19,10.9,-51,4.801727519
1018,53:12.6,-0.04,0.03,0.01,0.44,-0.19,10.9,-51,4.801727519
1019,53:12.7,-0.04,0.03,0.01,0.45,-0.19,10.9,-51,4.801727519
1020,53:12.7,-0.04,0.03,0.01,0.45,-0.19,10.91,-51,4.801727519
1021,53:12.8,-0.04,0.03,0.01,0.44,-0.2,10.9,-51,4.801727519
1022,53:12.9,-0.04,0.03,0.01,0.45,-0.19,10.9,-51,4.801727519
1023,53:12.9,-0.04,0.03,0.01,0.45,-0.19,10.91,-51,4.801727519
1024,53:13.0,-0.04,0.03,0.01,0.44,-0.19,10.9,-51,4.801727519
1025,53:13.4,-0.04,0.03,0.01,0.45,-0.19,10.92,-51,4.801727519
1026,53:13.9,-0.04,0.03,0.01,0.44,-0.19,10.89,-51,4.801727519
1027,53:13.1,-0.04,0.03,0.01,0.44,-0.19,10.91,-51,4.801727519
1028,53:13.2,-0.04,0.03,0.01,0.35,-0.02,10.95,-51,4.801727519
1029,53:13.2,0.11,-0.09,0.35,0.04,1.79,9.95,-51,4.801727519
1030,53:13.3,0.01,-0.01,1.09,-0.5,1.7,10.94,-51,4.801727519
1031,53:13.3,0.12,-0.02,1.99,-0.55,1.22,10.92,-51,4.801727519
1032,53:13.4,0.25,-0.05,2.72,-1.01,1.16,10.24,-51,4.801727519
1033,53:13.4,0,-0.04,2.78,1.03,-1.7,11.28,-51,4.801727519
1034,53:13.5,-0.05,-0.04,1.94,0.81,-2.89,11.07,-51,4.801727519
1035,53:13.5,-0.05,-0.01,0.7,0.18,-2.53,10.69,-50,4.567544505
1036,53:13.6,0.05,0.03,0.12,0.48,-0.04,10.85,-50,4.567544505
1037,53:13.6,-0.05,0.04,0.03,0.35,-0.43,10.96,-50,4.567544505
1038,53:13.7,-0.03,0.03,0.02,0.41,-0.07,10.89,-50,4.567544505
1039,53:13.7,-0.04,0.03,0.02,0.42,-0.15,10.92,-50,4.567544505
1040,53:13.8,-0.04,0.03,0.01,0.4,-0.2,10.91,-50,4.567544505
1041,53:13.9,-0.04,0.03,0.01,0.36,-0.11,11.05,-50,4.567544505
1042,53:13.9,0.04,-0.11,0.14,0.08,4.47,10.33,-50,4.567544505
1043,53:14.0,-0.12,-0.04,0.23,0.74,4.77,13.39,-50,4.567544505
1044,53:14.5,-0.05,0.12,0.12,1.42,3.58,10.83,-50,4.567544505
1045,53:14.1,-0.16,0.17,-0.08,0.02,2.72,11.91,-50,4.567544505
1046,53:14.2,-0.06,0,0.05,0.02,1.89,10.64,-50,4.567544505
1047,53:14.2,-0.04,0,0.03,1.07,0.46,10.29,-50,4.567544505
1048,53:14.3,-0.06,0.14,-0.05,0.07,0.15,11.36,-50,4.567544505
1049,53:14.4,-0.28,0,0.11,0.16,-4.05,11.15,-50,4.567544505
1050,53:14.4,-0.17,-0.1,0.15,0.53,-5.51,10.62,-49,4.344782731
1051,53:14.5,-0.04,0.06,0.06,0.5,-5.21,10.26,-49,4.344782731
1052,53:14.5,0.09,0.05,-0.01,0.58,-2.71,10.46,-48,4.132885177
1053,53:14.6,0.01,0.03,-0.01,0.42,-1.82,10.98,-48,4.132885177
1054,53:14.6,-0.04,0.02,0.01,0.5,-1.74,10.89,-48,4.132885177
1055,53:14.7,0.01,0.03,0.03,0.5,-0.65,10.89,-48,4.132885177
1056,53:14.8,-0.03,0.03,0.01,0.51,0.17,10.86,-48,4.132885177
1057,53:14.8,-0.04,0.03,0,0.52,-0.24,10.91,-48,4.132885177
1058,53:14.9,-0.04,0.03,0.01,0.53,-0.21,10.89,-48,4.132885177
1059,53:15.0,-0.04,0.03,0.02,0.53,-0.13,10.89,-48,4.132885177
1060,53:15.2,-0.04,0.03,0.01,0.53,-0.22,10.9,-48,4.132885177
1061,53:15.8,-0.04,0.03,0.01,0.51,-0.17,10.9,-48,4.132885177
1062,53:15.1,-0.04,0.03,0.01,0.52,-0.18,10.91,-48,4.132885177
1063,53:15.2,-0.04,0.03,0.01,0.52,-0.18,10.9,-48,4.132885177
1064,53:15.3,-0.04,0.03,0.01,0.52,-0.17,10.9,-48,4.132885177
1065,53:15.3,-0.04,0.03,0.01,0.53,-0.19,10.9,-48,4.132885177
1066,53:15.4,-0.04,0.03,0.01,0.52,-0.18,10.9,-48,4.132885177
1067,53:15.4,-0.04,0.03,0.01,0.52,-0.18,10.9,-48,4.132885177
1068,53:15.5,-0.04,0.03,0.01,0.52,-0.18,10.89,-48,4.132885177
1069,53:15.6,-0.04,0.03,0.01,0.52,-0.18,10.89,-47,3.931321988
1070,53:15.6,-0.04,0.03,0.01,0.52,-0.18,10.9,-47,3.931321988
1071,53:15.7,-0.04,0.03,0.01,0.52,-0.18,10.9,-47,3.931321988
1072,53:15.7,-0.04,0.03,0.01,0.52,-0.17,10.91,-47,3.931321988
1073,53:15.8,-0.04,0.03,0.01,0.51,-0.18,10.9,-47,3.931321988
1074,53:15.9,-0.04,0.03,0.01,0.51,-0.18,10.9,-47,3.931321988
1075,53:15.9,-0.04,0.03,0.01,0.52,-0.18,10.92,-47,3.931321988
1076,53:16.0,-0.04,0.03,0.01,0.53,-0.18,10.9,-47,3.931321988
1077,53:16.4,-0.04,0.03,0.01,0.52,-0.18,10.9,-47,3.931321988
1078,53:17.0,-0.04,0.03,0.01,0.52,-0.18,10.9,-47,3.931321988
1079,53:16.2,-0.04,0.03,0.01,0.52,-0.18,10.89,-47,3.931321988
1080,53:16.2,-0.04,0.03,0.01,0.53,-0.17,10.91,-47,3.931321988
1081,53:16.3,-0.04,0.03,0.01,0.53,-0.18,10.91,-47,3.931321988
1082,53:16.3,-0.04,0.03,0.01,0.51,-0.18,10.89,-47,3.931321988
1083,53:16.4,-0.04,0.03,0.01,0.52,-0.17,10.9,-47,3.931321988
1084,53:16.4,-0.04,0.03,0.01,0.53,-0.18,10.9,-47,3.931321988
1085,53:16.5,-0.04,0.03,0.01,0.52,-0.18,10.89,-47,3.931321988
1086,53:16.6,-0.04,0.03,0.01,0.52,-0.18,10.91,-47,3.931321988
1087,53:16.6,-0.04,0.03,0.01,0.51,-0.17,10.89,-47,3.931321988
1088,53:16.7,-0.04,0.03,0.01,0.52,-0.17,10.9,-47,3.931321988
1089,53:16.8,-0.04,0.03,0.01,0.52,-0.18,10.9,-47,3.931321988
1090,53:16.8,-0.04,0.03,0.01,0.52,-0.18,10.89,-47,3.931321988
1091,53:16.9,-0.04,0.03,0.01,0.52,-0.17,10.9,-47,3.931321988
1092,53:16.9,-0.04,0.03,0.01,0.51,-0.18,10.9,-47,3.931321988
1093,53:17.0,-0.04,0.03,0.01,0.52,-0.18,10.89,-47,3.931321988
1094,53:17.6,-0.04,0.03,0.01,0.53,-0.18,10.91,-47,3.931321988
1095,53:17.1,-0.04,0.03,0.01,0.52,-0.18,10.91,-47,3.931321988
1096,53:17.2,-0.04,0.03,0.01,0.52,-0.18,10.91,-47,3.931321988
1097,53:17.2,-0.04,0.03,0.01,0.52,-0.18,10.91,-47,3.931321988
1098,53:17.3,-0.04,0.03,0.01,0.51,-0.18,10.9,-47,3.931321988
1099,53:17.4,-0.04,0.03,0.01,0.52,-0.18,10.9,-47,3.931321988
1100,53:17.4,-0.04,0.03,0.01,0.53,-0.18,10.91,-47,3.931321988
1101,53:17.5,-0.04,0.03,0.01,0.52,-0.18,10.89,-47,3.931321988
1102,53:17.5,-0.04,0.03,0.01,0.53,-0.19,10.92,-47,3.931321988
1103,53:17.6,-0.04,0.03,0.01,0.53,-0.17,10.9,-47,3.931321988
1104,53:17.7,-0.04,0.03,0.01,0.51,-0.17,10.92,-47,3.931321988
1105,53:17.7,-0.04,0.03,0.01,0.53,-0.17,10.91,-47,3.931321988
1106,53:17.8,-0.01,0.06,-0.02,1.53,0.85,10.87,-47,3.931321988
1107,53:17.8,-0.08,0.11,-1.01,1.78,1.28,10.98,-47,3.931321988
1108,53:17.9,-0.28,0.11,-2.11,0.52,0.67,11.09,-47,3.931321988
1109,53:18.0,-0.26,0.12,-1.79,0.09,-2.02,10.59,-47,3.931321988
1110,53:18.3,-0.08,0.08,-0.59,0.49,-1.26,10.79,-48,4.132885177
1111,53:18.9,0.02,0.03,-0.06,0.53,-0.2,10.85,-49,4.344782731
1112,53:18.1,-0.05,0.03,-0.01,0.45,-0.54,10.99,-49,4.344782731
