Samples,timestamp,Roll,Pitch,Yow,X,Y,Z,RSSI
1452,1627730662.368916,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1453,1627730662.478922,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1454,1627730662.587929,-0.04,0.03,0.01,0.63,0.03,10.87,-36.0
1455,1627730662.732937,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1456,1627730662.878945,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1457,1627730662.993952,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1458,1627730663.104958,-0.04,0.03,0.01,0.64,0.06,10.87,-36.0
1459,1627730663.216965,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1460,1627730663.329971,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1461,1627730663.441977,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1462,1627730663.554984,-0.04,0.03,0.01,0.63,0.03,10.88,-36.0
1463,1627730663.66699,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1464,1627730663.777997,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1465,1627730663.917005,-0.04,0.03,0.01,0.64,0.03,10.88,-36.0
1466,1627730664.038011,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1467,1627730664.149018,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1468,1627730664.261024,-0.04,0.03,0.01,0.63,0.03,10.88,-36.0
1469,1627730664.372031,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1470,1627730664.484037,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
1471,1627730664.603044,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1472,1627730664.721051,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1473,1627730664.830057,-0.04,0.03,0.01,0.65,0.04,10.89,-36.0
1474,1627730664.941063,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1475,1627730665.052069,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1476,1627730665.165076,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1477,1627730665.277082,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1478,1627730665.385089,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1479,1627730665.503095,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1480,1627730665.615102,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1481,1627730665.730108,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1482,1627730665.842115,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1483,1627730665.950121,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1484,1627730666.061127,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1485,1627730666.172134,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1486,1627730666.28614,-0.04,0.03,0.01,0.63,0.06,10.87,-36.0
1487,1627730666.397146,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1488,1627730666.510153,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1489,1627730666.62616,-0.04,0.03,0.01,0.64,0.04,10.9,-36.0
1490,1627730666.739166,-0.04,0.03,0.01,0.65,0.04,10.88,-36.0
1491,1627730666.846172,-0.04,0.03,0.01,0.62,0.04,10.88,-36.0
1492,1627730666.957178,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1493,1627730667.122188,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1494,1627730667.247195,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1495,1627730667.357201,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1496,1627730667.470208,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1497,1627730667.584214,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1498,1627730667.695221,-0.04,0.03,0.01,0.65,0.06,10.88,-36.0
1499,1627730667.808227,-0.04,0.03,0.01,0.64,0.06,10.87,-36.0
1500,1627730667.916233,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1501,1627730668.050241,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1502,1627730668.162247,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1503,1627730668.271254,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1504,1627730668.38426,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1505,1627730668.496266,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1506,1627730668.609273,-0.04,0.03,0.01,0.64,0.05,10.86,-36.0
1507,1627730668.73228,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1508,1627730668.840286,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1509,1627730668.958293,-0.04,0.03,0.01,0.65,0.04,10.87,-36.0
1510,1627730669.063299,-0.04,0.03,0.01,0.64,0.03,10.87,-36.0
1511,1627730669.175305,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1512,1627730669.288312,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1513,1627730669.404318,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1514,1627730669.513325,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1515,1627730669.620331,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1516,1627730669.732337,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1517,1627730669.845344,-0.04,0.03,0.01,0.65,0.04,10.88,-36.0
1518,1627730669.96335,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1519,1627730670.071357,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1520,1627730670.184363,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1521,1627730670.294369,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1522,1627730670.404376,-0.04,0.03,0.01,0.62,0.04,10.88,-36.0
1523,1627730670.517382,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1524,1627730670.624388,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
1525,1627730670.734394,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1526,1627730670.846401,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
1527,1627730670.956407,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
1528,1627730671.066413,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1529,1627730671.17842,-0.04,0.03,0.01,0.64,0.03,10.88,-36.0
1530,1627730671.286426,-0.04,0.03,0.01,0.64,0.05,10.86,-36.0
1531,1627730671.399433,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1532,1627730671.510439,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1533,1627730671.620445,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
1534,1627730671.732452,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1535,1627730671.849458,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1536,1627730671.960465,-0.04,0.03,0.01,0.64,0.05,10.86,-36.0
1537,1627730672.066471,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
1538,1627730672.178477,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1539,1627730672.287483,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1540,1627730672.39849,-0.04,0.03,0.01,0.64,0.06,10.87,-36.0
1541,1627730672.512496,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1542,1627730672.622502,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1543,1627730672.75451,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1544,1627730672.905519,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1545,1627730673.022525,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1546,1627730673.135532,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1547,1627730673.246538,-0.04,0.03,0.01,0.65,0.04,10.89,-36.0
1548,1627730673.356544,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1549,1627730673.466551,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1550,1627730673.588558,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1551,1627730673.702564,-0.04,0.03,0.01,0.65,0.05,10.86,-36.0
1552,1627730673.815571,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1553,1627730673.926577,-0.04,0.03,0.01,0.64,0.05,10.86,-36.0
1554,1627730674.036583,-0.04,0.03,0.01,0.64,0.06,10.89,-36.0
1555,1627730674.15059,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
1556,1627730674.257596,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1557,1627730674.368602,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
1558,1627730674.478609,-0.04,0.03,0.01,0.64,0.03,10.88,-36.0
1559,1627730674.593615,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1560,1627730674.699621,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1561,1627730674.816628,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1562,1627730674.929634,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1563,1627730675.039641,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1564,1627730675.149647,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
1565,1627730675.256653,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1566,1627730675.363659,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1567,1627730675.476666,-0.04,0.03,0.01,0.65,0.05,10.88,-36.0
1568,1627730675.586672,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1569,1627730675.688678,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1570,1627730675.799684,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1571,1627730675.911691,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1572,1627730676.024697,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1573,1627730676.137704,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1574,1627730676.24871,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1575,1627730676.360716,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1576,1627730676.472723,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1577,1627730676.583729,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1578,1627730676.698736,-0.04,0.03,0.01,0.63,0.04,10.86,-36.0
1579,1627730676.807742,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1580,1627730676.916748,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1581,1627730677.026754,-0.04,0.03,0.01,0.63,0.06,10.88,-36.0
1582,1627730677.146761,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1583,1627730677.252767,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1584,1627730677.363774,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1585,1627730677.48078,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1586,1627730677.589787,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1587,1627730677.701793,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1588,1627730677.812799,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
1589,1627730677.927806,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1590,1627730678.038812,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1591,1627730678.149819,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1592,1627730678.258825,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1593,1627730678.370831,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1594,1627730678.481838,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1595,1627730678.597844,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1596,1627730678.799856,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1597,1627730678.942864,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1598,1627730679.04787,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1599,1627730679.154876,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1600,1627730679.262882,-0.04,0.03,0.01,0.65,0.04,10.88,-36.0
1601,1627730679.369888,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1602,1627730679.484895,-0.04,0.03,0.01,0.64,0.06,10.87,-36.0
1603,1627730679.590901,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1604,1627730679.697907,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1605,1627730679.810914,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1606,1627730679.92092,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
1607,1627730680.068928,-0.04,0.03,0.01,0.63,0.06,10.87,-36.0
1608,1627730680.183935,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1609,1627730680.293941,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1610,1627730680.408948,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1611,1627730680.520954,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
1612,1627730680.630961,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1613,1627730680.741967,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1614,1627730680.853973,-0.04,0.03,0.01,0.65,0.04,10.88,-36.0
1615,1627730680.96598,-0.04,0.03,0.01,0.64,0.04,10.88,-38.0
1616,1627730681.075986,-0.04,0.03,0.01,0.64,0.04,10.87,-39.0
1617,1627730681.179992,-0.04,0.03,0.01,0.64,0.05,10.86,-38.0
1618,1627730681.285998,-0.04,0.03,0.01,0.63,0.04,10.88,-37.0
1619,1627730681.402005,-0.04,0.03,0.01,0.64,0.04,10.87,-37.0
1620,1627730681.514011,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1621,1627730681.621017,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1622,1627730681.744024,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1623,1627730681.857031,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1624,1627730681.968037,-0.04,0.03,0.01,0.65,0.04,10.88,-36.0
1625,1627730682.079043,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1626,1627730682.19005,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1627,1627730682.301056,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1628,1627730682.407062,-0.04,0.03,0.01,0.65,0.06,10.86,-36.0
1629,1627730682.54707,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1630,1627730682.665077,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
1631,1627730682.818086,-0.04,0.03,0.01,0.64,0.06,10.87,-36.0
1632,1627730682.955093,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1633,1627730683.0651,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
1634,1627730683.180106,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1635,1627730683.291113,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1636,1627730683.403119,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1637,1627730683.516126,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1638,1627730683.625132,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1639,1627730683.736138,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1640,1627730683.842144,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1641,1627730683.94915,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1642,1627730684.058157,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1643,1627730684.168163,-0.04,0.03,0.01,0.65,0.03,10.89,-36.0
1644,1627730684.274169,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
1645,1627730684.386175,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1646,1627730684.503182,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1647,1627730684.610188,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1648,1627730684.714194,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1649,1627730684.8192,-0.04,0.03,0.01,0.65,0.05,10.89,-36.0
1650,1627730684.931206,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1651,1627730685.047213,-0.04,0.03,0.01,0.63,0.03,10.89,-36.0
1652,1627730685.155219,-0.04,0.03,0.01,0.65,0.06,10.86,-36.0
1653,1627730685.265226,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1654,1627730685.377232,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1655,1627730685.489238,-0.04,0.03,0.01,0.63,0.05,10.85,-36.0
1656,1627730685.598245,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1657,1627730685.710251,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1658,1627730685.821257,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1659,1627730685.934264,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1660,1627730686.04427,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1661,1627730686.157277,-0.04,0.03,0.01,0.63,0.04,10.89,-36.0
1662,1627730686.268283,-0.04,0.03,0.01,0.62,0.04,10.86,-36.0
1663,1627730686.444293,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1664,1627730686.5603,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1665,1627730686.671306,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
1666,1627730686.780312,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1667,1627730686.896319,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1668,1627730687.006325,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1669,1627730687.116331,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1670,1627730687.229338,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1671,1627730687.419349,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1672,1627730687.540356,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1673,1627730687.647362,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1674,1627730687.759368,-0.04,0.03,0.01,0.65,0.05,10.86,-36.0
1675,1627730687.871375,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1676,1627730687.981381,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1677,1627730688.093387,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1678,1627730688.203394,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
1679,1627730688.3124,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1680,1627730688.424406,-0.04,0.03,0.01,0.63,0.05,10.89,-36.0
1681,1627730688.539413,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1682,1627730688.646419,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1683,1627730688.767426,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1684,1627730688.875432,-0.04,0.03,0.01,0.64,0.05,10.86,-36.0
1685,1627730688.987439,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1686,1627730689.099445,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1687,1627730689.211451,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1688,1627730689.321458,-0.04,0.03,0.01,0.65,0.05,10.87,-36.0
1689,1627730689.433464,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1690,1627730689.54647,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1691,1627730689.655477,-0.04,0.03,0.01,0.64,0.04,10.89,-36.0
1692,1627730689.770483,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1693,1627730689.909491,-0.04,0.03,0.01,0.63,0.04,10.86,-36.0
1694,1627730690.020498,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1695,1627730690.134504,-0.04,0.03,0.01,0.65,0.04,10.87,-36.0
1696,1627730690.253511,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1697,1627730690.373518,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1698,1627730690.482524,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1699,1627730690.59553,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1700,1627730690.707537,-0.04,0.03,0.01,0.64,0.06,10.89,-36.0
1701,1627730690.814543,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1702,1627730690.93055,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1703,1627730691.041556,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1704,1627730691.154562,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1705,1627730691.263569,-0.04,0.03,0.01,0.64,0.04,10.86,-36.0
1706,1627730691.373575,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1707,1627730691.484581,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1708,1627730691.594588,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1709,1627730691.706594,-0.04,0.03,0.01,0.64,0.03,10.87,-36.0
1710,1627730691.8176,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1711,1627730691.928607,-0.04,0.03,0.01,0.64,0.04,10.87,-36.0
1712,1627730692.039613,-0.04,0.03,0.01,0.64,0.05,10.88,-36.0
1713,1627730692.15462,-0.04,0.03,0.01,0.64,0.04,10.88,-36.0
1714,1627730692.262626,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1715,1627730692.373632,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1716,1627730692.486639,-0.04,0.03,0.01,0.63,0.05,10.87,-36.0
1717,1627730692.594645,-0.04,0.03,0.01,0.64,0.05,10.89,-36.0
1718,1627730692.732653,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1719,1627730692.881661,-0.04,0.03,0.01,0.63,0.04,10.87,-36.0
1720,1627730692.996668,-0.04,0.03,0.01,0.64,0.05,10.87,-36.0
1721,1627730693.107674,-0.04,0.03,0.01,0.63,0.04,10.88,-36.0
1722,1627730693.218681,-0.04,0.03,0.01,0.63,0.05,10.88,-36.0
1723,1627730693.327687,-0.04,0.03,0.01,0.64,0.04,10.88,-35.0
1724,1627730693.442693,-0.04,0.03,0.01,0.63,0.05,10.88,-35.0
1725,1627730693.5577,-0.04,0.03,0.01,0.64,0.05,10.89,-35.0
1726,1627730693.668706,-0.04,0.03,0.01,0.64,0.03,10.88,-35.0
1727,1627730693.776712,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1728,1627730693.890719,-0.04,0.03,0.01,0.63,0.04,10.87,-35.0
1729,1627730694.002725,-0.04,0.03,0.01,0.63,0.04,10.86,-35.0
1730,1627730694.122732,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1731,1627730694.248739,-0.04,0.03,0.01,0.63,0.04,10.89,-37.0
1732,1627730694.357746,-0.04,0.03,0.01,0.64,0.05,10.89,-37.0
1733,1627730694.472752,-0.04,0.03,0.01,0.63,0.04,10.88,-37.0
1734,1627730694.584759,-0.04,0.03,0.01,0.63,0.04,10.91,-37.0
1735,1627730694.723767,-0.04,0.03,0.01,0.64,0.05,10.86,-36.0
1736,1627730694.830773,-0.04,0.03,0.01,0.63,0.05,10.86,-36.0
1737,1627730694.941779,-0.04,0.03,0.01,0.64,0.04,10.87,-35.0
1738,1627730695.051785,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1739,1627730695.162792,-0.04,0.03,0.01,0.65,0.05,10.87,-35.0
1740,1627730695.275798,-0.04,0.03,0.01,0.63,0.03,10.86,-35.0
1741,1627730695.387805,-0.04,0.03,0.01,0.63,0.04,10.9,-34.0
1742,1627730695.499811,-0.04,0.03,0.01,0.65,0.04,10.88,-34.0
1743,1627730695.610817,-0.04,0.03,0.01,0.63,0.04,10.87,-34.0
1744,1627730695.719824,-0.04,0.03,0.01,0.63,0.03,10.89,-34.0
1745,1627730695.82883,-0.04,0.03,0.01,0.64,0.04,10.87,-34.0
1746,1627730695.941836,-0.04,0.03,0.01,0.65,0.05,10.87,-35.0
1747,1627730696.052843,-0.04,0.03,0.01,0.65,0.05,10.88,-35.0
1748,1627730696.164849,-0.04,0.03,0.01,0.64,0.05,10.88,-35.0
1749,1627730696.275855,-0.04,0.03,0.01,0.67,0.05,10.85,-35.0
1750,1627730696.439865,-0.04,0.03,0.01,0.65,0.05,10.88,-35.0
1751,1627730696.556871,-0.04,0.03,0.01,0.65,0.06,10.88,-35.0
1752,1627730696.663878,-0.04,0.03,0.01,0.66,0.04,10.87,-35.0
1753,1627730696.775884,-0.04,0.03,0.01,0.65,0.04,10.89,-35.0
